-0.319;-9.4816;0.7099;1557;2021-05-03 20:53:00:345;4
0.5213;-9.3787;0.2478;1606;2021-05-03 20:53:00:394;4
0.5213;-9.3787;0.2478;1657;2021-05-03 20:53:00:445;4
0.6482;-9.7378;-0.516;1707;2021-05-03 20:53:00:495;4
0.6482;-9.7378;-0.516;1757;2021-05-03 20:53:00:545;4
-0.2017;-9.0627;0.0084;1807;2021-05-03 20:53:00:595;4
-0.2017;-9.0627;0.0084;1857;2021-05-03 20:53:00:645;4
0.2699;-9.0315;-2.0435;1906;2021-05-03 20:53:00:694;4
0.2699;-9.0315;-2.0435;1957;2021-05-03 20:53:00:745;4
1.4383;-8.9573;-2.5869;2007;2021-05-03 20:53:00:795;4
1.4383;-8.9573;-2.5869;2057;2021-05-03 20:53:00:845;4
0.7081;-10.2861;-1.2079;2107;2021-05-03 20:53:00:895;4
0.7081;-10.2861;-1.2079;2157;2021-05-03 20:53:00:945;4
4.1869;-12.2541;-0.6045;2207;2021-05-03 20:53:00:995;4
4.1869;-12.2541;-0.6045;2257;2021-05-03 20:53:01:045;4
3.5332;-0.6614;2.0243;2307;2021-05-03 20:53:01:095;4
3.5332;-0.6614;2.0243;2357;2021-05-03 20:53:01:145;4
-0.1371;-2.967;0.7219;2407;2021-05-03 20:53:01:195;4
-0.1371;-2.967;0.7219;2459;2021-05-03 20:53:01:247;4
-1.2815;-6.7714;0.3244;2663;2021-05-03 20:53:01:451;4
-1.2815;-6.7714;0.3244;2664;2021-05-03 20:53:01:452;4
-1.2815;-6.7714;0.3244;2664;2021-05-03 20:53:01:452;4
-1.2815;-6.7714;0.3244;2664;2021-05-03 20:53:01:452;4
11.7693;-20.3968;0.334;2707;2021-05-03 20:53:01:495;4
11.7693;-20.3968;0.334;2757;2021-05-03 20:53:01:545;4
2.2667;-14.112;0.0036;2807;2021-05-03 20:53:01:595;4
2.2667;-14.112;0.0036;2857;2021-05-03 20:53:01:645;4
2.2667;-14.112;0.0036;3042;2021-05-03 20:53:01:830;4
2.2667;-14.112;0.0036;3043;2021-05-03 20:53:01:831;4
2.2667;-14.112;0.0036;3043;2021-05-03 20:53:01:831;4
2.2667;-14.112;0.0036;3043;2021-05-03 20:53:01:831;4
2.2667;-14.112;0.0036;3043;2021-05-03 20:53:01:831;4
2.2667;-14.112;0.0036;3043;2021-05-03 20:53:01:831;4
2.2667;-14.112;0.0036;3044;2021-05-03 20:53:01:832;4
2.2667;-14.112;0.0036;3044;2021-05-03 20:53:01:832;4
2.2667;-14.112;0.0036;3044;2021-05-03 20:53:01:832;4
2.2667;-14.112;0.0036;3044;2021-05-03 20:53:01:832;4
2.2667;-14.112;0.0036;3044;2021-05-03 20:53:01:832;4
2.2667;-14.112;0.0036;3044;2021-05-03 20:53:01:832;4
2.2667;-14.112;0.0036;3044;2021-05-03 20:53:01:832;4
2.2667;-14.112;0.0036;3044;2021-05-03 20:53:01:832;4
2.2667;-14.112;0.0036;3044;2021-05-03 20:53:01:832;4
2.2667;-14.112;0.0036;3045;2021-05-03 20:53:01:833;4
2.2667;-14.112;0.0036;3045;2021-05-03 20:53:01:833;4
2.2667;-14.112;0.0036;3045;2021-05-03 20:53:01:833;4
2.2667;-14.112;0.0036;3045;2021-05-03 20:53:01:833;4
2.2667;-14.112;0.0036;3045;2021-05-03 20:53:01:833;4
2.2667;-14.112;0.0036;3045;2021-05-03 20:53:01:833;4
2.2667;-14.112;0.0036;3045;2021-05-03 20:53:01:833;4
2.2667;-14.112;0.0036;3045;2021-05-03 20:53:01:833;4
2.2667;-14.112;0.0036;3046;2021-05-03 20:53:01:834;4
2.2667;-14.112;0.0036;3046;2021-05-03 20:53:01:834;4
2.2667;-14.112;0.0036;3046;2021-05-03 20:53:01:834;4
0.1143;-2.8569;1.0092;3069;2021-05-03 20:53:01:857;4
0.1143;-2.8569;1.0092;3119;2021-05-03 20:53:01:907;4
6.2746;-6.8241;-3.2262;3170;2021-05-03 20:53:01:958;4
6.2746;-6.8241;-3.2262;3220;2021-05-03 20:53:02:008;4
9.0495;-6.6732;-1.1696;3269;2021-05-03 20:53:02:057;4
9.0495;-6.6732;-1.1696;3540;2021-05-03 20:53:02:328;4
9.0495;-6.6732;-1.1696;3541;2021-05-03 20:53:02:329;4
9.0495;-6.6732;-1.1696;3541;2021-05-03 20:53:02:329;4
9.0495;-6.6732;-1.1696;3541;2021-05-03 20:53:02:329;4
9.0495;-6.6732;-1.1696;3541;2021-05-03 20:53:02:329;4
9.0495;-6.6732;-1.1696;3541;2021-05-03 20:53:02:329;4
9.0495;-6.6732;-1.1696;3541;2021-05-03 20:53:02:329;4
9.0495;-6.6732;-1.1696;3541;2021-05-03 20:53:02:329;4
9.0495;-6.6732;-1.1696;3542;2021-05-03 20:53:02:330;4
9.0495;-6.6732;-1.1696;3542;2021-05-03 20:53:02:330;4
9.0495;-6.6732;-1.1696;3542;2021-05-03 20:53:02:330;4
5.1709;-9.0315;-0.8224;3566;2021-05-03 20:53:02:354;4
5.1709;-9.0315;-0.8224;3567;2021-05-03 20:53:02:355;4
5.1709;-9.0315;-0.8224;3581;2021-05-03 20:53:02:369;4
5.1709;-9.0315;-0.8224;3631;2021-05-03 20:53:02:419;4
2.1494;-8.421;0.5758;3681;2021-05-03 20:53:02:469;4
2.1494;-8.421;0.5758;3731;2021-05-03 20:53:02:519;4
1.3593;-9.0603;-1.4305;3781;2021-05-03 20:53:02:569;4
1.3593;-9.0603;-1.4305;3831;2021-05-03 20:53:02:619;4
2.6211;-6.8121;-0.8248;3881;2021-05-03 20:53:02:669;4
1.4958;-10.0395;-0.4058;3931;2021-05-03 20:53:02:719;4
1.4958;-10.0395;-0.4058;3980;2021-05-03 20:53:02:768;4
4.5963;-11.2605;-0.7961;4031;2021-05-03 20:53:02:819;4
4.5963;-11.2605;-0.7961;4190;2021-05-03 20:53:02:978;4
4.5963;-11.2605;-0.7961;4190;2021-05-03 20:53:02:978;4
4.5963;-11.2605;-0.7961;4190;2021-05-03 20:53:02:978;4
6.0017;-14.871;0.5255;4231;2021-05-03 20:53:03:019;4
6.0017;-14.871;0.5255;4281;2021-05-03 20:53:03:069;4
-0.3382;-11.1695;-3.3363;4331;2021-05-03 20:53:03:119;4
-0.3382;-11.1695;-3.3363;4381;2021-05-03 20:53:03:169;4
1.467;-9.3284;-5.8335;4431;2021-05-03 20:53:03:219;4
1.467;-9.3284;-5.8335;4481;2021-05-03 20:53:03:269;4
-1.9519;-7.4274;2.9341;4530;2021-05-03 20:53:03:318;4
-1.9519;-7.4274;2.9341;4581;2021-05-03 20:53:03:369;4
-0.2017;-7.3269;-0.5543;4630;2021-05-03 20:53:03:418;4
4.8908;-7.1976;0.3484;4681;2021-05-03 20:53:03:469;4
4.8908;-7.1976;0.3484;4731;2021-05-03 20:53:03:519;4
3.4375;-9.5223;-0.0251;4781;2021-05-03 20:53:03:569;4
3.4375;-9.5223;-0.0251;4830;2021-05-03 20:53:03:618;4
-1.7053;-9.0674;0.8631;4881;2021-05-03 20:53:03:669;4
-1.7053;-9.0674;0.8631;4931;2021-05-03 20:53:03:719;4
7.0862;-9.077;3.2382;4981;2021-05-03 20:53:03:769;4
7.0862;-9.077;3.2382;5031;2021-05-03 20:53:03:819;4
3.8589;-6.6445;3.4345;5081;2021-05-03 20:53:03:869;4
4.4957;-8.5359;7.4711;5130;2021-05-03 20:53:03:918;4
4.8884;-6.769;7.7919;5181;2021-05-03 20:53:03:969;4
4.8884;-6.769;7.7919;5231;2021-05-03 20:53:04:019;4
3.7918;-4.2695;8.9507;5281;2021-05-03 20:53:04:069;4
3.7918;-4.2695;8.9507;5331;2021-05-03 20:53:04:119;4
1.8238;-3.5991;12.6139;5382;2021-05-03 20:53:04:170;4
1.8238;-3.5991;12.6139;5432;2021-05-03 20:53:04:220;4
-0.5345;-3.289;8.3857;5481;2021-05-03 20:53:04:269;4
-0.5345;-3.289;8.3857;5531;2021-05-03 20:53:04:319;4
0.2939;-4.4466;10.2173;5581;2021-05-03 20:53:04:369;4
0.2939;-4.4466;10.2173;5634;2021-05-03 20:53:04:422;4
-0.7895;-4.2826;9.0525;5681;2021-05-03 20:53:04:469;4
-0.7895;-4.2826;9.0525;5731;2021-05-03 20:53:04:519;4
-0.5812;-3.2735;9.1854;5781;2021-05-03 20:53:04:569;4
-0.5812;-3.2735;9.1854;5831;2021-05-03 20:53:04:619;4
-0.4914;-3.3561;9.3326;5881;2021-05-03 20:53:04:669;4
-0.4914;-3.3561;9.3326;5932;2021-05-03 20:53:04:720;4
-0.7189;-3.228;8.7736;5980;2021-05-03 20:53:04:768;4
-0.7189;-3.228;8.7736;6032;2021-05-03 20:53:04:820;4
-0.7189;-3.228;8.7736;6081;2021-05-03 20:53:04:869;4
-1.9231;-3.8038;8.4156;6130;2021-05-03 20:53:04:918;4
-1.6466;-3.1993;8.9866;6181;2021-05-03 20:53:04:969;4
-1.6466;-3.1993;8.9866;6230;2021-05-03 20:53:05:018;4
-1.0121;-2.7922;9.4296;6281;2021-05-03 20:53:05:069;4
-1.0121;-2.7922;9.4296;6331;2021-05-03 20:53:05:119;4
-1.1857;-2.7372;9.4367;6381;2021-05-03 20:53:05:169;4
-1.1857;-2.7372;9.4367;6431;2021-05-03 20:53:05:219;4
-1.1857;-2.7372;9.4367;6481;2021-05-03 20:53:05:269;4
-1.1211;-2.3733;9.6283;6531;2021-05-03 20:53:05:319;4
-1.1211;-2.3733;9.6283;6581;2021-05-03 20:53:05:369;4
-1.2025;-2.3062;9.5277;6631;2021-05-03 20:53:05:419;4
8.0661;-5.8867;-6.2722;3005;2021-05-03 15:35:56:008;2
4.789;-4.8111;-4.4095;3055;2021-05-03 15:35:56:058;2
4.789;-4.8111;-4.4095;3105;2021-05-03 15:35:56:108;2
6.7044;-5.3085;-7.2347;3155;2021-05-03 15:35:56:158;2
5.6563;-5.302;-5.3313;3204;2021-05-03 15:35:56:207;2
5.6563;-5.302;-5.3313;3255;2021-05-03 15:35:56:258;2
5.9807;-5.518;-5.876;3305;2021-05-03 15:35:56:308;2
6.2985;-0.9685;-5.4803;3355;2021-05-03 15:35:56:358;2
6.2985;-0.9685;-5.4803;3405;2021-05-03 15:35:56:408;2
6.5685;-3.9253;-4.7495;3454;2021-05-03 15:35:56:457;2
7.8248;-8.3504;-4.5161;3505;2021-05-03 15:35:56:508;2
6.763;-6.0507;-5.6354;3555;2021-05-03 15:35:56:558;2
6.763;-6.0507;-5.6354;3605;2021-05-03 15:35:56:608;2
6.8049;-7.3801;-4.7022;3655;2021-05-03 15:35:56:658;2
6.6559;-4.792;-4.2479;3705;2021-05-03 15:35:56:708;2
6.6559;-4.792;-4.2479;3755;2021-05-03 15:35:56:758;2
7.0551;-3.7775;-4.8441;3804;2021-05-03 15:35:56:807;2
7.4885;-4.6866;-5.4708;3855;2021-05-03 15:35:56:858;2
6.2962;-4.7758;-5.1697;3905;2021-05-03 15:35:56:908;2
6.2962;-4.7758;-5.1697;3954;2021-05-03 15:35:56:957;2
6.6948;-5.296;-4.5244;4004;2021-05-03 15:35:57:007;2
7.0785;-5.4546;-3.7356;4055;2021-05-03 15:35:57:058;2
7.0785;-5.4546;-3.7356;4105;2021-05-03 15:35:57:108;2
7.3502;-6.2884;-2.8904;4155;2021-05-03 15:35:57:158;2
7.3682;-6.4967;-1.8633;4204;2021-05-03 15:35:57:207;2
6.8342;-6.3309;-0.4902;4255;2021-05-03 15:35:57:258;2
6.8342;-6.3309;-0.4902;4305;2021-05-03 15:35:57:308;2
7.1048;-6.2309;1.8405;4354;2021-05-03 15:35:57:357;2
6.8582;-6.7469;5.1439;4405;2021-05-03 15:35:57:408;2
6.8582;-6.7469;5.1439;4455;2021-05-03 15:35:57:458;2
5.8137;-6.1705;5.9089;4504;2021-05-03 15:35:57:507;2
6.1758;-5.955;4.8249;4554;2021-05-03 15:35:57:557;2
6.3602;-5.9472;4.3144;4605;2021-05-03 15:35:57:608;2
6.3602;-5.9472;4.3144;4655;2021-05-03 15:35:57:658;2
6.7624;-6.2249;3.2609;4706;2021-05-03 15:35:57:709;2
7.4077;-6.0968;2.3816;4755;2021-05-03 15:35:57:758;2
7.4077;-6.0968;2.3816;4804;2021-05-03 15:35:57:807;2
7.6662;-5.6413;1.5921;4855;2021-05-03 15:35:57:858;2
7.5148;-5.7563;1.4365;4905;2021-05-03 15:35:57:908;2
7.6058;-5.6952;1.5275;4955;2021-05-03 15:35:57:958;2
7.6058;-5.6952;1.5275;5005;2021-05-03 15:35:58:008;2
7.5776;-5.9699;1.7927;5054;2021-05-03 15:35:58:057;2
7.5507;-6.0208;2.0321;5104;2021-05-03 15:35:58:107;2
7.5507;-6.0208;2.0321;5155;2021-05-03 15:35:58:158;2
7.4909;-6.0466;2.0548;5205;2021-05-03 15:35:58:208;2
7.4466;-6.0041;1.8986;5254;2021-05-03 15:35:58:257;2
7.5046;-5.9843;1.8286;5304;2021-05-03 15:35:58:307;2
7.5046;-5.9843;1.8286;5354;2021-05-03 15:35:58:357;2
7.522;-5.9167;1.7268;5405;2021-05-03 15:35:58:408;2
7.5346;-6.0442;1.8352;5455;2021-05-03 15:35:58:458;2
7.5346;-6.0442;1.8352;5505;2021-05-03 15:35:58:508;2
7.4795;-6.0807;2.3391;5554;2021-05-03 15:35:58:557;2
7.3257;-6.1118;2.4672;5605;2021-05-03 15:35:58:608;2
7.2826;-6.1118;2.4271;5655;2021-05-03 15:35:58:658;2
7.2826;-6.1118;2.4271;5704;2021-05-03 15:35:58:707;2
7.4382;-6.0256;2.0836;5755;2021-05-03 15:35:58:758;2
7.5286;-6.0956;1.7238;5805;2021-05-03 15:35:58:808;2
7.5286;-6.0956;1.7238;5854;2021-05-03 15:35:58:857;2
7.6184;-5.9837;1.6759;5905;2021-05-03 15:35:58:908;2
7.6172;-5.852;1.6251;5955;2021-05-03 15:35:58:958;2
7.7159;-5.9059;1.3629;6005;2021-05-03 15:35:59:008;2
7.7159;-5.9059;1.3629;6054;2021-05-03 15:35:59:057;2
7.5429;-5.9107;1.2617;6105;2021-05-03 15:35:59:108;2
7.9589;-5.9274;0.2999;6155;2021-05-03 15:35:59:158;2
7.9589;-5.9274;0.2999;6204;2021-05-03 15:35:59:207;2
7.6184;-5.9215;1.0529;6254;2021-05-03 15:35:59:257;2
7.7063;-5.9957;0.7374;6304;2021-05-03 15:35:59:307;2
7.6926;-6.0783;1.0133;6355;2021-05-03 15:35:59:358;2
7.6926;-6.0783;1.0133;6405;2021-05-03 15:35:59:408;2
7.6423;-6.1399;1.0912;6454;2021-05-03 15:35:59:457;2
7.7297;-6.2932;0.8116;6505;2021-05-03 15:35:59:508;2
7.7297;-6.2932;0.8116;6555;2021-05-03 15:35:59:558;2
7.8434;-6.0926;0.3873;6605;2021-05-03 15:35:59:608;2
7.9601;-5.7784;-0.0856;6654;2021-05-03 15:35:59:657;2
7.8949;-5.5031;-0.6841;6705;2021-05-03 15:35:59:708;2
7.8949;-5.5031;-0.6841;6755;2021-05-03 15:35:59:758;2
7.8973;-5.3947;-1.4317;6805;2021-05-03 15:35:59:808;2
7.8673;-5.3056;-2.047;6855;2021-05-03 15:35:59:858;2
7.8673;-5.3056;-2.047;6905;2021-05-03 15:35:59:908;2
7.7973;-5.4929;-2.2637;6955;2021-05-03 15:35:59:958;2
7.8159;-5.8861;-2.1877;7004;2021-05-03 15:36:00:007;2
7.6028;-5.8287;-2.39;7055;2021-05-03 15:36:00:058;2
7.6028;-5.8287;-2.39;7105;2021-05-03 15:36:00:108;2
7.5759;-5.3738;-2.4696;7155;2021-05-03 15:36:00:158;2
7.6112;-5.4917;-2.7509;7204;2021-05-03 15:36:00:207;2
7.6112;-5.4917;-2.7509;7255;2021-05-03 15:36:00:258;2
7.677;-5.5887;-3.4812;7305;2021-05-03 15:36:00:308;2
7.1222;-5.5528;-3.2453;7355;2021-05-03 15:36:00:358;2
7.1222;-5.5528;-3.2453;7405;2021-05-03 15:36:00:408;2
7.5507;-5.1038;-3.2962;7454;2021-05-03 15:36:00:457;2
7.0725;-5.4504;-3.9953;7505;2021-05-03 15:36:00:508;2
7.2353;-5.0422;-3.614;7555;2021-05-03 15:36:00:558;2
7.2353;-5.0422;-3.614;7604;2021-05-03 15:36:00:607;2
7.4561;-5.7144;-3.9456;7655;2021-05-03 15:36:00:658;2
6.9522;-5.1822;-3.453;7705;2021-05-03 15:36:00:708;2
6.9522;-5.1822;-3.453;7754;2021-05-03 15:36:00:757;2
7.0479;-5.05;-3.5404;7805;2021-05-03 15:36:00:808;2
7.4418;-6.0172;-3.1933;7855;2021-05-03 15:36:00:858;2
7.692;-6.0041;-3.2926;7905;2021-05-03 15:36:00:908;2
7.692;-6.0041;-3.2926;7954;2021-05-03 15:36:00:957;2
7.5651;-5.8766;-3.7763;8005;2021-05-03 15:36:01:008;2
7.1772;-4.9458;-3.5482;8055;2021-05-03 15:36:01:058;2
7.1772;-4.9458;-3.5482;8105;2021-05-03 15:36:01:108;2
7.1503;-4.9656;-4.5322;8154;2021-05-03 15:36:01:157;2
7.6004;-5.4354;-4.5532;8204;2021-05-03 15:36:01:207;2
7.3795;-5.0572;-5.4582;8255;2021-05-03 15:36:01:258;2
7.3795;-5.0572;-5.4582;8305;2021-05-03 15:36:01:308;2
5.6701;-4.388;-5.2613;8355;2021-05-03 15:36:01:358;2
5.9424;-4.2156;-4.7866;8406;2021-05-03 15:36:01:409;2
5.9424;-4.2156;-4.7866;8454;2021-05-03 15:36:01:457;2
7.437;-5.0817;-5.0063;8505;2021-05-03 15:36:01:508;2
6.9887;-5.1846;-5.1433;8554;2021-05-03 15:36:01:557;2
6.8301;-5.1493;-4.1354;8605;2021-05-03 15:36:01:608;2
6.8301;-5.1493;-4.1354;8655;2021-05-03 15:36:01:658;2
7.0593;-5.5982;-4.0067;8705;2021-05-03 15:36:01:708;2
7.103;-5.457;-3.8708;8755;2021-05-03 15:36:01:758;2
7.103;-5.457;-3.8708;8805;2021-05-03 15:36:01:808;2
7.2544;-5.6473;-4.0594;8854;2021-05-03 15:36:01:857;2
6.9061;-6.1058;-4.2467;8905;2021-05-03 15:36:01:908;2
6.8684;-5.3056;-3.322;8955;2021-05-03 15:36:01:958;2
6.8684;-5.3056;-3.322;9004;2021-05-03 15:36:02:007;2
7.3568;-6.128;-4.2479;9055;2021-05-03 15:36:02:058;2
7.4244;-5.0428;-4.2946;9105;2021-05-03 15:36:02:108;2
7.4244;-5.0428;-4.2946;9154;2021-05-03 15:36:02:157;2
7.0838;-4.7734;-4.7441;9204;2021-05-03 15:36:02:207;2
6.6355;-5.2487;-4.1833;9255;2021-05-03 15:36:02:258;2
7.4172;-5.1481;-4.2641;9305;2021-05-03 15:36:02:308;2
7.4172;-5.1481;-4.2641;9354;2021-05-03 15:36:02:357;2
7.4268;-5.5833;-3.8146;9405;2021-05-03 15:36:02:408;2
7.8201;-5.214;-4.063;9455;2021-05-03 15:36:02:458;2
7.8201;-5.214;-4.063;9505;2021-05-03 15:36:02:508;2
8.0128;-4.7854;-4.2359;9555;2021-05-03 15:36:02:558;2
7.7225;-4.5711;-2.5265;9604;2021-05-03 15:36:02:607;2
8.2337;-4.6334;-1.2288;9655;2021-05-03 15:36:02:658;2
8.2337;-4.6334;-1.2288;9704;2021-05-03 15:36:02:707;2
8.8394;-4.2599;-0.7201;9755;2021-05-03 15:36:02:758;2
8.0308;-3.887;0.1203;9805;2021-05-03 15:36:02:808;2
8.0308;-3.887;0.1203;9855;2021-05-03 15:36:02:858;2
7.6716;-4.3467;0.428;9905;2021-05-03 15:36:02:908;2
9.244;-5.0326;0.1113;9954;2021-05-03 15:36:02:957;2
8.3432;-5.4887;-0.4878;10004;2021-05-03 15:36:03:007;2
8.3432;-5.4887;-0.4878;10055;2021-05-03 15:36:03:058;2
7.8578;-5.8724;0.1167;10104;2021-05-03 15:36:03:107;2
8.2762;-6.681;0.1508;10154;2021-05-03 15:36:03:157;2
8.2762;-6.681;0.1508;10204;2021-05-03 15:36:03:207;2
6.9599;-5.8371;-0.3729;10255;2021-05-03 15:36:03:258;2
8.0792;-6.8456;-0.5333;10305;2021-05-03 15:36:03:308;2
7.0557;-4.5645;-1.0714;10354;2021-05-03 15:36:03:357;2
7.0557;-4.5645;-1.0714;10405;2021-05-03 15:36:03:408;2
8.6898;-6.5858;-1.7119;10455;2021-05-03 15:36:03:458;2
8.3175;-5.6108;-1.886;10505;2021-05-03 15:36:03:508;2
8.3175;-5.6108;-1.886;10554;2021-05-03 15:36:03:557;2
6.9617;-5.3217;-1.9674;10605;2021-05-03 15:36:03:608;2
7.4627;-5.5049;-1.631;10655;2021-05-03 15:36:03:658;2
7.4627;-5.5049;-1.631;10705;2021-05-03 15:36:03:708;2
7.4484;-5.7587;-2.0758;10754;2021-05-03 15:36:03:757;2
7.2724;-6.1393;-3.4614;10805;2021-05-03 15:36:03:808;2
6.8833;-5.4091;-3.3178;10855;2021-05-03 15:36:03:858;2
6.8833;-5.4091;-3.3178;10905;2021-05-03 15:36:03:908;2
6.5404;-6.3799;-4.604;10954;2021-05-03 15:36:03:957;2
6.2572;-6.1866;-5.9873;11005;2021-05-03 15:36:04:008;2
6.2572;-6.1866;-5.9873;11055;2021-05-03 15:36:04:058;2
5.3965;-5.9005;-7.1006;11104;2021-05-03 15:36:04:107;2
4.8566;-4.6178;-6.3548;11155;2021-05-03 15:36:04:158;2
4.8662;-5.023;-6.4057;11205;2021-05-03 15:36:04:208;2
4.8662;-5.023;-6.4057;11254;2021-05-03 15:36:04:257;2
4.9069;-5.5587;-6.5404;11305;2021-05-03 15:36:04:308;2
4.9195;-5.7748;-7.2149;11355;2021-05-03 15:36:04:358;2
4.9195;-5.7748;-7.2149;11405;2021-05-03 15:36:04:408;2
5.6784;-5.2547;-6.6104;11454;2021-05-03 15:36:04:457;2
5.4013;-5.846;-6.9713;11505;2021-05-03 15:36:04:508;2
4.2377;-5.0769;-6.4871;11555;2021-05-03 15:36:04:558;2
4.2377;-5.0769;-6.4871;11605;2021-05-03 15:36:04:608;2
3.9474;-4.6106;-5.8628;11654;2021-05-03 15:36:04:657;2
6.2345;-4.3856;-5.5545;11705;2021-05-03 15:36:04:708;2
6.2345;-4.3856;-5.5545;11755;2021-05-03 15:36:04:758;2
6.6194;-4.8411;-4.9057;11804;2021-05-03 15:36:04:807;2
7.3125;-4.4095;-5.6725;11855;2021-05-03 15:36:04:858;2
7.0647;-4.2844;-6.3195;11905;2021-05-03 15:36:04:908;2
7.0647;-4.2844;-6.3195;11954;2021-05-03 15:36:04:957;2
6.2632;-4.3736;-5.1511;12004;2021-05-03 15:36:05:007;2
6.5912;-4.6112;-7.085;12055;2021-05-03 15:36:05:058;2
6.5912;-4.6112;-7.085;12105;2021-05-03 15:36:05:108;2
6.1124;-3.8182;-6.3129;12154;2021-05-03 15:36:05:157;2
6.1597;-4.1725;-6.9857;12205;2021-05-03 15:36:05:208;2
5.8478;-4.4394;-6.6152;12255;2021-05-03 15:36:05:258;2
5.8478;-4.4394;-6.6152;12305;2021-05-03 15:36:05:308;2
5.5312;-3.8337;-6.9426;12355;2021-05-03 15:36:05:358;2
5.8885;-3.5668;-7.0413;12404;2021-05-03 15:36:05:407;2
5.8885;-3.5668;-7.0413;12455;2021-05-03 15:36:05:458;2
4.7585;-3.4542;-7.7045;12505;2021-05-03 15:36:05:508;2
4.4484;-3.644;-8.2396;12555;2021-05-03 15:36:05:558;2
4.1486;-3.3094;-8.4545;12605;2021-05-03 15:36:05:608;2
4.1486;-3.3094;-8.4545;12655;2021-05-03 15:36:05:658;2
4.385;-2.6713;-8.1277;12705;2021-05-03 15:36:05:708;2
4.0264;-2.9066;-8.3881;12754;2021-05-03 15:36:05:757;2
4.0264;-2.9066;-8.3881;12805;2021-05-03 15:36:05:808;2
3.8924;-2.217;-8.6389;12855;2021-05-03 15:36:05:858;2
4.2066;-2.5301;-8.6915;12904;2021-05-03 15:36:05:907;2
3.4782;-2.2942;-8.8143;12954;2021-05-03 15:36:05:957;2
3.4782;-2.2942;-8.8143;13005;2021-05-03 15:36:06:008;2
3.8702;-2.1626;-8.2869;13055;2021-05-03 15:36:06:058;2
4.3323;-2.9054;-8.5928;13104;2021-05-03 15:36:06:107;2
4.3323;-2.9054;-8.5928;13155;2021-05-03 15:36:06:158;2
4.6986;-2.2841;-8.0008;13205;2021-05-03 15:36:06:208;2
5.0159;-2.4594;-7.6333;13255;2021-05-03 15:36:06:258;2
4.5885;-3.2693;-8.7502;13304;2021-05-03 15:36:06:307;2
4.5885;-3.2693;-8.7502;13355;2021-05-03 15:36:06:358;2
5.2379;-3.2603;-8.0882;13405;2021-05-03 15:36:06:408;2
4.6202;-2.8557;-8.0224;13455;2021-05-03 15:36:06:458;2
4.6202;-2.8557;-8.0224;13505;2021-05-03 15:36:06:508;2
5.2834;-3.1681;-8.1672;13554;2021-05-03 15:36:06:557;2
4.7106;-2.2553;-7.7458;13605;2021-05-03 15:36:06:608;2
4.9817;-2.8389;-8.0116;13655;2021-05-03 15:36:06:658;2
4.9817;-2.8389;-8.0116;13705;2021-05-03 15:36:06:708;2
4.6962;-2.7114;-8.6796;13754;2021-05-03 15:36:06:757;2
3.2597;-2.1931;-8.105;13805;2021-05-03 15:36:06:808;2
3.2597;-2.1931;-8.105;13855;2021-05-03 15:36:06:858;2
4.452;-2.551;-10.0491;13904;2021-05-03 15:36:06:907;2
3.5267;-1.831;-7.4484;13954;2021-05-03 15:36:06:957;2
